country,designation,points,price,province,region_1,region_2,variety,winery
New Zealand,Maté's Vineyard,94,57,Kumeu,,,Chardonnay,Kumeu River
US,Bergström Vineyard,94,90,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Bergström
US,Angel Hawk,94,85,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Black Kite
US,King Ridge Vineyard Hirsch Selection,94,70,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Blue Farm
US,Evenstad Reserve,94,70,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Domaine Serene
US,Bacigalupi Vineyard,94,60,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
Italy,Contrada Salvarenza Vecchie Vigne,94,38,Veneto,Soave Classico,,Garganega,Gini
Italy,La Froscà,94,29,Veneto,Soave Classico,,Garganega,Gini
US,Outer Limits,94,155,California,Napa Valley,Napa,Cabernet Sauvignon,Parallel
US,Durant Vineyard Bishop Block,94,48,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Patricia Green Cellars
US,Godspeed,94,95,California,Mount Veeder,Napa,Cabernet Sauvignon,Sbragia
US,Tognetti Vineyard Brut,94,80,California,Carneros,Napa-Sonoma,Sparkling Blend,Schramsberg
US,Ribbon Ridge Estate,94,49,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Trisaetum
France,Château Montus,94,35,Southwest France,Madiran,,Tannat-Cabernet,Vignobles Brumont
US,Old Stones,94,50,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Waters
France,La Bégude,94,44,Provence,Bandol,,Provence red blend,Domaine de la Bégude
Spain,QP,94,68,Northern Spain,Rioja,,Tempranillo Blend,Bodega Classica
France,,94,20,Provence,Coteaux d'Aix-en-Provence,,Rosé,Château Vignelaure
Spain,Prestigio Pago de las Solanas,94,,Northern Spain,Ribera del Duero,,Red Blend,Matarromera
US,Pellet Vineyard,94,95,California,Napa Valley,Napa,Cabernet Sauvignon,Pellet Estate
France,La Bégude,94,44,Provence,Bandol,,Provence red blend,Domaine de la Bégude
Argentina,Alta Barrancas Vineyards,94,50,Mendoza Province,Mendoza,,Cabernet Sauvignon,Pascual Toso
France,Garrus,94,100,Provence,Côtes de Provence,,Rosé,Château d'Esclans
France,Cuvée Marguerite Massaut,94,70,Southwest France,Cahors,,Malbec,Château Lagrézette
US,Aurora Vineyard,94,63,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ponzi
Italy,Monvigliero,91,75,Piedmont,Barolo,,Nebbiolo,Fratelli Alessandria
Germany,Graacher Himmelreich Kabinett,91,23,Mosel,,,Riesling,Friedrich-Wilhelm-Gymnasium
US,Latro,91,50,California,Knights Valley,Sonoma,Cabernet Sauvignon,Galerie
Spain,Etiqueta Ambar,91,22,Galicia,Rías Baixas,,Albariño,Granbazán
US,Grieve Family Vineyard,91,45,California,Napa Valley,Napa,Sauvignon Blanc,Grieve
Portugal,Grande Rocim Reserva,91,130,Alentejano,,,Alicante Bouschet,Herdade do Rocim
US,XCV,91,38,California,Paso Robles Willow Creek District,Central Coast,Rhône-style White Blend,Jada Vineyard & Winery
US,,91,30,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,La Crema
US,Rosé of,91,22,California,Knights Valley,Sonoma,Syrah,Lawer
Italy,Bergera Pezzole,91,,Piedmont,Barolo,,Nebbiolo,Le Strette
Italy,Coste di Rose,91,90,Piedmont,Barolo,,Nebbiolo,Marchesi di Barolo
US,Emblem Oso Vineyard,91,60,California,Napa Valley,Napa,Cabernet Sauvignon,Michael Mondavi Family Estate
Italy,Brunate,91,115,Piedmont,Barolo,,Nebbiolo,Oddero
US,Estate Cuvée,91,55,California,Russian River Valley,Sonoma,Pinot Noir,Small Vines
Portugal,Telhas,91,30,Alentejano,,,Rhône-style Red Blend,Terras de Alter
Portugal,Terra d'Alter,91,14,Alentejano,,,Aragonês,Terras de Alter
US,Lone Oak Vineyard,91,48,California,Santa Lucia Highlands,Central Coast,Chardonnay,Testarossa
US,Starr Ridge Vineyard Estate,91,40,California,Russian River Valley,Sonoma,Chardonnay,Thomas George
Germany,Saulheimer Probstey Trocken,91,39,Rheinhessen,,,Silvaner,Thörle
Italy,Paesi Tuoi,91,60,Piedmont,Barolo,,Nebbiolo,Vite Colte
US,Sierra Madre Vineyard,91,50,California,Santa Maria Valley,Central Coast,Chardonnay,Wedell Cellars
US,Juliard Vineyard,91,48,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Winderlea
France,Grand Cru Blanc de Blancs Chouilly Brut,91,54,Champagne,Champagne,,Chardonnay,A.R. Lenoble 
Portugal,Garrafeira,91,42,Alentejo,,,Portuguese Red,Adega Cooperativa de Borba
US,Brut Rosé,91,50,Oregon,Willamette Valley,Willamette Valley,Sparkling Blend,Argyle
Israel,,91,40,Golan Heights,,,Cabernet Sauvignon,Bazelet HaGolan
US,Rosella's Vineyard,91,40,California,Santa Lucia Highlands,Central Coast,Chardonnay,Bernardus
US,,91,42,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Big Table Farm
Italy,Parej,91,85,Piedmont,Barolo,,Nebbiolo,Icardi
Spain,Crianza,91,32,Northern Spain,Ribera del Duero,,Tempranillo,Matarromera
US,Cuore della Vigne,90,41,California,Paso Robles,Central Coast,Red Blend,Le Vigne
US,Kiler Grove Vineyard,90,27,California,Paso Robles Willow Creek District,Central Coast,Ugni Blanc,Paix Sur Terre
US,Winemaker's Reserve,90,29,Oregon,Umpqua Valley,Southern Oregon,Grüner Veltliner,Reustle
France,Galets Oligocène,90,33,Alsace,Alsace,,Pinot Noir,Domaine Bott-Geyl
France,,90,70,Burgundy,Gevrey-Chambertin,,Pinot Noir,Domaine Faiveley
US,,90,19,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Pike Road
Italy,,90,22,Sicily & Sardinia,Vittoria,,Frappato,Planeta
Germany,Dry,90,25,Württemberg,,,Lemberger,Schnaitmann
France,Vieilles Vignes,90,27,Alsace,Alsace,,Sylvaner,Domaine Ostertag
France,Vieilles Vignes,90,22,Alsace,Alsace,,Chasselas,Domaine Schoffit
France,Zind,90,30,Alsace,Alsace,,Alsace white blend,Domaine Zind-Humbrecht
US,,90,15,Oregon,Oregon,Oregon Other,Pinot Gris,Firesteed
US,Sisters Estate,90,45,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Eyrie Vineyards
France,Domaine du Pavillon Clos des Ursulines,90,80,Burgundy,Pommard,,Pinot Noir,Albert Bichot
Italy,Adenzia,90,,Sicily & Sardinia,Sicilia,,White Blend,Baglio del Cristo di Campobello
Italy,SP68 Bianco,90,,Sicily & Sardinia,Terre Siciliane,,White Blend,Occhipinti
US,,90,18,Oregon,Oregon,Oregon Other,Albariño,J. Scott Cellars
Italy,,90,19,Southern Italy,Greco di Tufo,,Greco,Villa Raiano
Germany,Bernkasteler Badstube Kabinett,90,31,Mosel,,,Riesling,Dr. H. Thanisch (Erben Thanisch)
US,,90,15,California,California,California Other,Cabernet Sauvignon,Hahn
US,,90,15,California,North Coast,North Coast,Cabernet Sauvignon,Lyeth
US,Classic Collection,90,24,California,Napa Valley,Napa,Merlot,Napa Cellars
US,Rector Creek Vineyard,90,80,California,Napa Valley,Napa,Red Blend,Paraduxx
Spain,Reserva,90,35,Northern Spain,Ribera del Duero,,Tempranillo,Quintana de Cue
Germany,Trocken,90,40,Ahr,,,Früburgunder,Winzergenossenschaft Mayschoss-Altenahr
Spain,Orquestal,90,28,Central Spain,La Mancha,,Tempranillo,Casa del Valle
US,,90,50,California,Napa Valley,Napa,Cabernet Sauvignon,Freemark Abbey
US,Olson Vineyard,90,28,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Joleté
US,The Truant,90,36,California,California,California Other,Rhône-style Red Blend,Prospect 772
US,,90,40,California,Red Hills Lake County,Mendocino/Lake Counties,Cabernet Sauvignon,Boatique
US,Proprietor's Reserve,90,50,California,Central Coast,Central Coast,Chardonnay,Hearst Ranch
US,Cabovation Destiny Vineyards Mt. Christo Block Reserve,90,75,California,Paso Robles,Central Coast,Cabernet Sauvignon,Hunt Cellars
Italy,,90,60,Tuscany,Brunello di Montalcino,,Sangiovese,La Fiorita
US,Seven Hills Vineyard,90,46,Washington,Walla Walla Valley (WA),Columbia Valley,Malbec,Merry Cellars
Canada,Compendium,90,70,British Columbia,Okanagan Valley,,Bordeaux-style Red Blend,Mission Hill
Spain,Albariño de Fefiñanes,90,26,Galicia,Rías Baixas,,Albariño,Palacio de Fefiñanes
France,Terre de Maimbray,90,,Loire Valley,Sancerre,,Pinot Noir,Pascal & Nicolas Reverdy
Italy,Villa al Cortile Riserva,90,60,Tuscany,Brunello di Montalcino,,Sangiovese,Piccini
Italy,Riserva,90,75,Tuscany,Brunello di Montalcino,,Sangiovese,Pietranera
Moldova,Alb de Purcari,90,32,Moldova,,,White Blend,Purcari
Italy,Riserva,90,95,Tuscany,Brunello di Montalcino,,Sangiovese,Renieri
Italy,,90,60,Tuscany,Brunello di Montalcino,,Sangiovese,Podere Scopetone
Italy,,90,70,Tuscany,Brunello di Montalcino,,Sangiovese,Sesta di Sopra
US,Trois Fleurs,90,20,California,Santa Ynez Valley,Central Coast,White Blend,Carlson
France,Cuvée Setier,90,27,Rhône Valley,Côtes du Rhône Villages,,Rhône-style Red Blend,Château Pégau
France,Cuvée de Nalys,90,20,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style Red Blend,Kirkland Signature
US,Kate's + B's,90,75,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Medlock Ames
US,New Generation,90,28,California,Russian River Valley,Sonoma,Sauvignon Blanc,Passaggio
US,,90,60,California,Napa Valley,Napa,Chardonnay,Patland
US,Signpost,90,22,California,Sonoma Coast,Sonoma,Chardonnay,Trig Point
Spain,Mirlo Blanco,90,49,Spain Other,Spain,,White Blend,Valquejigoso
Hungary,Steiner,90,35,Sopron,,,Kekfrankos,Weninger
Italy,,90,90,Tuscany,Brunello di Montalcino,,Sangiovese,Tenuta di Sesta
US,,90,30,California,Russian River Valley,Sonoma,Chardonnay,Terlato
US,,90,35,California,Alexander Valley,Sonoma,Cabernet Sauvignon,The Calling
US,Elevation Annadel Gap Vineyard Estate,90,38,California,Sonoma Valley,Sonoma,Rhône-style Red Blend,Westwood
US,,90,22,California,Lodi,Central Valley,Tempranillo,Fenestra
Italy,Berardo Riserva,90,30,Tuscany,Chianti Classico,,Sangiovese,Castello di Bossi
Italy,,90,32,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Cecchi
Italy,Riserva,90,35,Tuscany,Chianti Classico,,Sangiovese,Cafaggio
US,,87,36,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Dussek Family Cellars
US,Rapscallion,87,30,California,Paso Robles,Central Coast,Zinfandel,League of Rogues
US,,87,20,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Serenity
US,Weinbau,87,32,Washington,Wahluke Slope,Columbia Valley,Grenache,Sol Stone
Spain,Yá Cuvée 23 Brut Rosé,87,18,Catalonia,Cava,,Sparkling Blend,Sumarroca
Spain,Crianza,87,27,Northern Spain,Ribera del Duero,,Tempranillo,Trus
US,,87,20,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Va Piano
France,Cuvée Lucie,87,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Les Hauts de Tousquiron
US,Chandler Vineyard,87,30,California,Livermore Valley,Central Coast,Chardonnay,McGrail
US,Freakshow,87,20,California,Lodi,Central Valley,Cabernet Sauvignon,Michael David
US,Reserve,87,23,Idaho,,,Cabernet Sauvignon,3 Horse Ranch Vineyards
US,Southern,87,22,Washington,Yakima Valley,Columbia Valley,Rhône-style White Blend,Cairdeas
Italy,Vigna Poggio Ronconi,87,75,Tuscany,Brunello di Montalcino,,Sangiovese,Citille di Sopra
Italy,Filo di Seta,87,98,Tuscany,Brunello di Montalcino,,Sangiovese,Castello Romitorio
France,,87,,Bordeaux,Graves,,Bordeaux-style White Blend,Château de Portets
US,,87,20,California,Paso Robles,Central Coast,Cabernet Sauvignon,Villa San Juliette
US,Unoaked,87,22,Idaho,,,Chardonnay,Hat Ranch
US,Chicken Dinner,87,16,Idaho,,,White Blend,Huston
Italy,Pagliatura,87,28,Tuscany,Maremma Toscana,,Vermentino,Fattoria di Magliano
Spain,Buleria Fino,87,25,Andalucia,Jerez,,Sherry,Bodegas Dios Baco S.L.
Italy,Scirè,87,17,Tuscany,Bolgheri,,Red Blend,Ceralti
US,Dry,87,17,Idaho,,,Riesling,Coiled
Spain,Crianza,87,15,Northern Spain,Ribera del Duero,,Tempranillo,Condado de Oriza
Spain,Premium,87,16,Andalucia,Manzanilla-Sanlúcar de Barrameda,,Sherry,Delgado Zuleta
Spain,Roble 4 Meses en Barrica,87,15,Northern Spain,Ribera del Duero,,Tempranillo Blend,Señorío de Sotillo
US,U50,87,38,Idaho,,,Tempranillo,Vale
Spain,Brunus,87,28,Catalonia,Montsant,,Red Blend,Portal del Montsant
Italy,Riserva,87,52,Tuscany,Brunello di Montalcino,,Sangiovese,La Collina dei Lecci
Italy,Vigna Manapetra Riserva,87,58,Tuscany,Brunello di Montalcino,,Sangiovese,Fattoria La Lecciaia
Italy,,87,60,Tuscany,Brunello di Montalcino,,Sangiovese,Ferrero
Portugal,Superior,86,15,Douro,,,Rosé,Colinas do Douro
Italy,Senza Solfiti Aggiunti,86,15,Veneto,Soave,,White Blend,Latium di Morini
US,Cannon Block,86,26,California,Knights Valley,Sonoma,Chardonnay,Lawer
US,,86,32,California,South Coast,South Coast,Syrah,Hawk Watch Winery
Portugal,Conde Vimioso Colheita Seleccionada,86,10,Tejo,,,Portuguese Red,Falua
Argentina,Alma Mora,86,10,Other,San Juan,,Sauvignon Blanc,Finca Las Moras
US,,86,18,California,California,California Other,Moscato,The Naked Grape
Portugal,Duas Quintas Branco,86,12,Douro,,,Portuguese White,Ramos-Pinto
US,Estate Grown Cabernet,86,35,Washington,Red Mountain,Columbia Valley,Rosé,Obelisco Estate
US,,86,34,California,Dry Creek Valley,Sonoma,Aglianico,Orsi Family Vineyards
Argentina,,86,23,Mendoza Province,Mendoza,,Malbec,Bota Box
South Africa,,86,20,Walker Bay,,,Sauvignon Blanc,Bouchard Finlayson
US,Porter and Plot,86,31,California,Napa Valley,Napa,Cabernet Sauvignon,Winc
US,,86,24,California,Paso Robles,Central Coast,Viognier,Cass
US,,86,12,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Castle Rock
US,Reserve,86,18,California,Mendocino County,Mendocino/Lake Counties,Pinot Noir,Angeline
France,,86,10,Southwest France,Côtes de Gascogne,,White Blend,Domaine de Lamothe
Argentina,,86,15,Mendoza Province,Mendoza,,Malbec,Don Miguel Gascón
US,Estate Vineyard,86,24,California,Paso Robles,Central Coast,Chardonnay,Eberle
Argentina,,86,14,Mendoza Province,Mendoza,,Torrontés,Finca la Malena
US,,86,14,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Firestone
Portugal,Portal da Vinha,86,15,Alentejano,,,Portuguese Red,Companhia das Quintas
US,Osborn Ranch,86,38,California,Alexander Valley,Sonoma,Primitivo,DeLorimier
Portugal,Cabriz,86,13,Dão,,,Touriga Nacional,Global Wines
US,,86,12,California,California,California Other,Pinot Noir,Guenoc
US,The Deep Six,86,32,California,South Coast,South Coast,Red Blend,Hawk Watch Winery
France,,86,15,Southwest France,Bergerac Sec,,Semillon-Sauvignon Blanc,Lionel Osmin & Cie
US,,86,28,California,Dry Creek Valley,Sonoma,Barbera,Orsi Family Vineyards
Portugal,Oculto,86,,Tejo,,,Portuguese Red,Quinta do Arrobe
Portugal,,86,30,Douro,,,Portuguese Rosé,Quinta Nova de Nossa Senhora do Carmo
US,Charles Vineyard Clone O5,89,49,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Foursight
Greece,,89,17,Nemea,,,Agiorgitiko,Boutari
France,Bastide de Beauvert,89,11,Rhône Valley,Côtes du Rhône,,Grenache-Syrah,Les Vignobles Foncalieu
Italy,Montesodi,89,43,Tuscany,Toscana,,Sangiovese,Marchesi de' Frescobaldi
France,Les Gravels,89,19,Southwest France,Gaillac,,Red Blend,Domaine Rotier
France,Les Gravels,89,28,Southwest France,Gaillac,,White Blend,Domaine Rotier
Germany,Wehlener Sonnenuhr Kabinett,89,26,Mosel,,,Riesling,Dr. Pauly Bergweiler
Italy,Cuvée du Prince Metodo Classico,89,,Italy Other,Vino Spumante,,Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle
US,,89,35,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Aubichon Cellars
US,Cheval Rouge Reserve,89,30,California,Carmel Valley,Central Coast,Bordeaux-style Red Blend,Boëté
Italy,Coniale,89,55,Tuscany,Toscana,,Cabernet Sauvignon,Castellare di Castellina
France,La Guillotte,89,,Southwest France,Fronton,,Negrette,Château Bouissel
US,Nicholas Estate Reserve,89,46,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
US,,89,50,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Carden
US,Fourplay,89,43,California,Santa Ynez Valley,Central Coast,Red Blend,Carhartt Vineyard
Portugal,,89,45,Duriense,,,Syrah,Quinta da Romaneira
US,Thompson Vineyard,89,39,California,Santa Barbara County,Central Coast,Syrah,Rideau
Italy,Daniello,89,30,Tuscany,Toscana,,Red Blend,Tenuta di Trecciano
Italy,Il Tarabuso,89,45,Tuscany,Toscana,,Cabernet Sauvignon,Terre del Marchesato
Spain,,89,23,Catalonia,Priorat,,Red Blend,Vega Escal
France,Belleruche,89,15,Rhône Valley,Côtes du Rhône,,Grenache-Syrah,M. Chapoutier
US,Paderewski Vineyard,89,65,California,Paso Robles,Central Coast,Zinfandel,Epoch Estate Wines
Chile,Fina Reserva Ensamblaje Cabernet Sauvignon-Malbec-Syrah,89,19,Colchagua Valley,,,Red Blend,Estampa
US,,89,35,Oregon,Rogue Valley,Southern Oregon,Syrah,Ledger David
US,Martinelli,89,60,California,Paso Robles,Central Coast,Zinfandel,Lone Madrone
US,Momtazi Vineyard,89,44,Oregon,McMinnville,Willamette Valley,Pinot Noir,Kelley Fox
Spain,Val do Salnés,89,25,Galicia,Rías Baixas,,Albariño,Mar de Frades
Italy,Carmione,89,30,Tuscany,Toscana,,Red Blend,Pratesi
Spain,,89,12,Northern Spain,Ribera del Duero,,Tempranillo,Maitea
Spain,Brut,89,18,Catalonia,Cava,,Sparkling Blend,Castellroig
US,Dutton Ranch Mill Station Vineyard,92,30,California,Green Valley,Sonoma,Chardonnay,Martin Ray
France,Brandluft Vieilles Vignes,92,,Alsace,Alsace,,Riesling,Boeckel
Portugal,Vinhas Velhas Grande Reserva,92,23,Douro,,,Portuguese Red,Castello d'Alba
US,Black Chicken,92,45,California,Napa Valley,Napa,Zinfandel,Robert Biale
US,Cambium,92,125,California,Napa Valley,Napa,Bordeaux-style Red Blend,Sequoia Grove
US,,92,98,California,Atlas Peak,Napa,Cabernet Sauvignon,VinRoc
US,Fergalicious,92,40,California,Santa Ynez Valley,Central Coast,Red Blend,Ferguson Crest
Canada,Cave Spring Vineyard Estate Bottled VQA,92,17,Ontario,Beamsville Bench,,Riesling,Cave Spring
US,Loner W11-B,92,60,California,Santa Maria Valley,Central Coast,Chardonnay,Sanguis
Portugal,,92,70,Douro,,,Portuguese Red,Quinta da Romaneira
US,Hyde Vineyard,92,68,California,Carneros,Napa-Sonoma,Chardonnay,Ram's Gate
Portugal,Vinha Pan,92,40,Beiras,,,Baga,Luis Pato
US,Conner Lee,92,32,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Array
US,White Hawk Vineyard,92,45,California,Santa Barbara County,Central Coast,Syrah,Vie Winery
US,Celilo Vineyard,92,66,Washington,Columbia Gorge (WA),Washington Other,Chardonnay,Woodward Canyon
France,Bruderbach Clos des Frères,92,29,Alsace,Alsace,,Riesling,Domaine Loew
France,Jubiléé,92,63,Alsace,Alsace,,Riesling,Hugel
US,Melville Vineyard,92,32,California,Sta. Rita Hills,Central Coast,Chardonnay,Lafond
US,Quail Hill Vineyard,92,55,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
Hungary,,92,16,Tokaji,,,Furmint,Royal Tokaji
Italy,Canova,92,45,Piedmont,Barbaresco,,Nebbiolo,Ressia
US,Kristen's Cuvee,92,20,California,California,California Other,Viognier,Rock Wall
Italy,Sottocastello di Novello Riserva,92,50,Piedmont,Barolo,,Nebbiolo,Piazzo Armando
France,,92,18,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Marsau
Portugal,Vale de Mata,92,23,Lisboa,,,Portuguese Red,Herdade do Rocim
France,Mandelberg Grand Cru,92,,Alsace,Alsace,,Riesling,Jean Becker
US,Nielson Vineyard,92,32,California,Santa Maria Valley,Central Coast,Chardonnay,Byron
Chile,Edición Limitada B,92,30,Colchagua Valley,,,Bordeaux-style Red Blend,Caliterra
US,Collaboration Series,92,35,Washington,Red Mountain,Columbia Valley,Viognier,Force Majeure
US,Fort Ross Vineyard,92,44,California,Fort Ross-Seaview,Sonoma,Chardonnay,Fort Ross
US,Monarch Mine Vineyards,90,24,California,Sierra Foothills,Sierra Foothills,Cabernet Franc,Easton
US,,90,20,California,Amador County,Sierra Foothills,Zinfandel,Easton
Germany,Feinherb,90,22,Mosel,,,Riesling,Kirsten
France,Les Marconnets Premier Cru,90,50,Burgundy,Beaune,,Pinot Noir,Labouré-Roi
France,,90,45,Burgundy,Morey-Saint-Denis,,Pinot Noir,Labouré-Roi
US,Estate Vineyards,90,23,California,Central Coast,Central Coast,Pinot Noir,MacMurray Ranch
US,Sundawg Ridge Vineyard,90,49,California,Green Valley,Sonoma,Pinot Noir,MacPhail
Germany,Richter Estate,90,17,Mosel,,,Riesling,Max Ferd. Richter
US,,90,35,California,Lodi,Central Valley,Carignane,McCay Cellars
Italy,Laluci,90,,Sicily & Sardinia,Sicilia,,White Blend,Baglio del Cristo di Campobello
France,Bastion Premier Cru,90,59,Burgundy,Beaune,,Chardonnay,Chanson Père et Fils
France,Rosenberg,90,24,Alsace,Alsace,,Sylvaner,Domaine Barmès-Buecher
France,Clos de Jeu,90,,Burgundy,Marsannay,,Pinot Noir,Domaine Collotte
France,L'Aplomb,90,20,Alsace,Alsace,,White Blend,Domaine Rieflé-Landmann
France,Réserve,90,20,Alsace,Alsace,,Pinot Blanc,Domaine Weinbach
US,,90,18,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Elizabeth Chambers
Italy,Siccagno,90,,Sicily & Sardinia,Terre Siciliane,,Nero d'Avola,Occhipinti
